  2.0060000e+003  1.0000000e+000  1.0000000e+000  0.0000000e+000  1.0000000e+000  1.8460800e+000  1.1468600e+000  2.1300000e-001  4.2596000e-002  9.2778200e-003  6.0683500e+000  5.3843200e+000  5.0004700e+000  4.7914500e+000  2.6709200e+000  2.9858200e-001  4.6722200e-001  2.0261776e-001  4.7254300e-001  2.0733096e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  1.0000000e+000  1.0000000e+000  2.0626200e+000  1.4796300e+000  2.6590000e-001  5.1136000e-002  1.0659700e-002  6.4548200e+000  5.5646200e+000  5.1998600e+000  4.9944500e+000  2.6794400e+000  2.8973700e-001  4.6782100e-001  2.0314530e-001  4.7922600e-001  2.1333123e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  2.0000000e+000  1.0000000e+000  2.2849100e+000  1.9024000e+000  3.2630000e-001  5.9918000e-002  1.1976300e-002  6.6666700e+000  5.8302200e+000  5.4457700e+000  5.2197100e+000  2.7731200e+000  2.9748100e-001  4.9278100e-001  2.2577872e-001  5.0912500e-001  2.4128249e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  3.0000000e+000  1.0000000e+000  2.3206900e+000  2.0343000e+000  3.3660000e-001  5.9318000e-002  1.1354900e-002  6.6666700e+000  6.0436600e+000  5.6745000e+000  5.4445900e+000  3.2887100e+000  2.9366100e-001  5.6922700e-001  3.0302428e-001  5.8219000e-001  3.1733197e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  4.0000000e+000  1.0000000e+000  2.4006700e+000  2.2547300e+000  3.6020000e-001  6.1822000e-002  1.1640900e-002  6.9080800e+000  6.2596600e+000  5.8264100e+000  5.5626200e+000  2.9126600e+000  3.1159500e-001  5.0339600e-001  2.3578583e-001  5.1793500e-001  2.4986512e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  5.0000000e+000  1.0000000e+000  2.7008100e+000  2.9178200e+000  4.5590000e-001  7.6540000e-002  1.4110000e-002  7.4097000e+000  6.4001300e+000  5.9563600e+000  5.6842300e+000  3.0601000e+000  3.1311500e-001  5.1170300e-001  2.4377757e-001  5.2521500e-001  2.5707798e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  6.0000000e+000  1.0000000e+000  2.5737100e+000  2.6701000e+000  4.1400000e-001  6.9065000e-002  1.2651100e-002  7.4127200e+000  6.4495200e+000  5.9943500e+000  5.7205400e+000  2.6155600e+000  3.1308400e-001  4.6798100e-001  2.0328682e-001  4.8837400e-001  2.2169100e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  7.0000000e+000  1.0000000e+000  2.7235300e+000  3.0905700e+000  4.6360000e-001  7.5267000e-002  1.3548100e-002  7.6923100e+000  6.6664600e+000  6.1594100e+000  5.8496900e+000  2.8413000e+000  3.2968800e-001  4.9125300e-001  2.2435684e-001  5.0619500e-001  2.3846329e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  8.0000000e+000  1.0000000e+000  2.3728500e+000  2.2474900e+000  3.5190000e-001  5.9577000e-002  1.1107600e-002  7.4174300e+000  6.3867400e+000  5.9066400e+000  5.6285800e+000  2.4466300e+000  3.1818800e-001  4.4215500e-001  1.8117499e-001  4.6077900e-001  1.9698700e-001
  2.0060000e+003  1.0000000e+000  1.0000000e+000  9.0000000e+000  1.0000000e+000  2.3956600e+000  2.3322900e+000  3.5870000e-001  5.9106000e-002  1.0663900e-002  7.4144200e+000  6.5020600e+000  6.0687600e+000  5.7997400e+000  2.9982700e+000  3.0809200e-001  5.1884200e-001  2.5075822e-001  5.3398000e-001  2.6590726e-001
