  2.0060000e+003  1.0000000e+001  1.6000000e+001  1.3000000e+001  1.0000000e+000  8.8724300e-001  3.3842800e-001  4.9200000e-002  9.0780000e-003  2.1013200e-003  1.6666700e+001  6.8786100e+000  5.4197000e+000  4.8387900e+000  1.3630200e+000  5.0449800e-001  4.1365100e-001  1.5830501e-001  4.8640600e-001  2.1987872e-001
  2.0060000e+003  1.0000000e+001  1.6000000e+001  1.4000000e+001  1.0000000e+000  9.2086900e-001  3.7941700e-001  5.3000000e-002  9.2760000e-003  2.0291200e-003  7.7569700e+000  7.1588100e+000  5.7136700e+000  5.1107400e+000  1.3116300e+000  4.9986200e-001  3.8475900e-001  1.3675077e-001  4.6062400e-001  1.9685206e-001
  2.0060000e+003  1.0000000e+001  1.6000000e+001  1.5000000e+001  1.0000000e+000  9.7077300e-001  3.9645400e-001  5.8900000e-002  1.0959000e-002  2.5140300e-003  7.1702200e+000  6.7309700e+000  5.3745800e+000  4.8403000e+000  1.3798000e+000  4.8264500e-001  4.3794400e-001  1.7769527e-001  4.7347000e-001  2.0815770e-001
  2.0060000e+003  1.0000000e+001  1.6000000e+001  1.6000000e+001  1.0000000e+000  8.9532100e-001  3.5257700e-001  5.0100000e-002  8.8960000e-003  1.9654200e-003  8.6868700e+000  7.0374600e+000  5.6317400e+000  5.0488300e+000  1.3494800e+000  4.9420500e-001  4.2139300e-001  1.6435811e-001  4.6772900e-001  2.0306459e-001
  2.0060000e+003  1.0000000e+001  1.6000000e+001  1.7000000e+001  1.0000000e+000  9.0862500e-001  3.6504300e-001  5.1600000e-002  9.3100000e-003  2.0960800e-003  8.6772500e+000  7.0744800e+000  5.5424300e+000  4.9615900e+000  1.2090300e+000  4.9783300e-001  3.5534700e-001  1.1647421e-001  3.9560300e-001  1.4465035e-001
  2.0060000e+003  1.0000000e+001  1.6000000e+001  1.8000000e+001 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000 -1.0000000e+000
  2.0060000e+003  1.0000000e+001  1.6000000e+001  1.9000000e+001  1.0000000e+000  9.3723000e-001  3.5083600e-001  5.4900000e-002  1.0912000e-002  2.6382600e-003  1.6666700e+001  6.3904500e+000  5.0311600e+000  4.5617100e+000  1.3767600e+000  4.6520300e-001  3.8078700e-001  1.3391489e-001  3.6809000e-001  1.2505397e-001
  2.0060000e+003  1.0000000e+001  1.6000000e+001  2.0000000e+001  1.0000000e+000  9.5414900e-001  3.8227000e-001  5.6900000e-002  1.0673000e-002  2.4283300e-003  1.6666700e+001  6.7182700e+000  5.3312100e+000  4.8406300e+000  1.3408800e+000  4.6147700e-001  3.3295300e-001  1.0215188e-001  3.1221200e-001  8.9742997e-002
  2.0060000e+003  1.0000000e+001  1.6000000e+001  2.1000000e+001  1.0000000e+000  1.0087600e+000  4.2864200e-001  6.3600000e-002  1.2101000e-002  2.8014700e-003  8.6882500e+000  6.7396600e+000  5.2557600e+000  4.7647000e+000  1.3575400e+000  4.6556100e-001  3.7470800e-001  1.2963380e-001  3.4183200e-001  1.0771571e-001
  2.0060000e+003  1.0000000e+001  1.6000000e+001  2.2000000e+001  1.0000000e+000  9.8954500e-001  3.9219100e-001  6.1200000e-002  1.2106000e-002  2.8807200e-003  8.6824500e+000  6.4083500e+000  5.0553400e+000  4.6092000e+000  1.3152200e+000  4.5051100e-001  2.8304200e-001  7.3673732e-002  2.5912300e-001  6.1696110e-002
  2.0060000e+003  1.0000000e+001  1.6000000e+001  2.3000000e+001  1.0000000e+000  9.4233800e-001  3.5209900e-001  5.5500000e-002  1.1040000e-002  2.6165600e-003  1.6666700e+001  6.3441200e+000  5.0271700e+000  4.6055500e+000  1.2253000e+000  4.3758000e-001  1.8887400e-001  3.2712839e-002  1.7361600e-001  2.7631324e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  0.0000000e+000  1.0000000e+000  9.0950500e-001  3.5231100e-001  5.1700000e-002  9.6210000e-003  2.1647300e-003  1.6666700e+001  6.8145200e+000  5.3736600e+000  4.8870100e+000  1.1801300e+000  4.5724900e-001  2.3110500e-001  4.9032185e-002  2.1018700e-001  4.0533887e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  1.0000000e+000  1.0000000e+000  9.5247100e-001  3.5506700e-001  5.6700000e-002  1.1210000e-002  2.6235800e-003  1.5513100e+001  6.2622000e+000  5.0579800e+000  4.6488400e+000  1.2344900e+000  4.2868000e-001  1.3631300e-001  1.7020739e-002  1.3127400e-001  1.5784173e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  2.0000000e+000  1.0000000e+000  1.0016000e+000  3.8421000e-001  6.2700000e-002  1.2679000e-002  3.0347900e-003  1.6666700e+001  6.1277500e+000  4.9451800e+000  4.5453700e+000  1.2663300e+000  4.2855300e-001  1.3115100e-001  1.5754628e-002  1.3984400e-001  1.7915018e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  3.0000000e+000  1.0000000e+000  1.0888500e+000  4.7829500e-001  7.4100000e-002  1.4299000e-002  3.2803100e-003  5.0000000e+000  6.4547300e+000  5.1821800e+000  4.7528200e+000  1.2683400e+000  4.3455200e-001  1.2673100e-001  1.4709520e-002  1.0935500e-001  1.0949712e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  4.0000000e+000  1.0000000e+000  1.0755500e+000  4.7227200e-001  7.2300000e-002  1.3550000e-002  3.0257800e-003  7.6923100e+000  6.5321100e+000  5.3357900e+000  4.8882200e+000  1.2910100e+000  4.3761600e-001  1.8300700e-001  3.0707824e-002  1.9675100e-001  3.5504888e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  5.0000000e+000  1.0000000e+000  1.1620700e+000  5.0046400e-001  8.4400000e-002  1.7227000e-002  4.0905700e-003  7.6923100e+000  5.9296700e+000  4.8992900e+000  4.5423400e+000  1.4150300e+000  4.0415500e-001  1.2071500e-001  1.3345003e-002  1.0694500e-001  1.0472016e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  6.0000000e+000  1.0000000e+000  1.2693300e+000  5.6809600e-001  1.0070000e-001  2.0623000e-002  4.7417900e-003  4.6405000e+000  5.6414700e+000  4.8829000e+000  4.6083300e+000  1.7543300e+000  3.5030200e-001  1.4147500e-001  1.8335880e-002  1.6418800e-001  2.4706798e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  7.0000000e+000  1.0000000e+000  1.2887200e+000  5.8947600e-001  1.0380000e-001  2.1024000e-002  4.8071400e-003  5.5342000e+000  5.6789600e+000  4.9372100e+000  4.6468100e+000  1.5855900e+000  3.5901900e-001  1.8350900e-001  3.0876858e-002  2.0450400e-001  3.8366032e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  8.0000000e+000  1.0000000e+000  1.4422200e+000  7.8133300e-001  1.3000000e-001  2.4958000e-002  5.4212200e-003  5.2775100e+000  6.0102500e+000  5.2087500e+000  4.8969200e+000  1.6140800e+000  3.6250900e-001  1.8603600e-001  3.1735029e-002  2.1200100e-001  4.1238472e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  9.0000000e+000  1.0000000e+000  1.3350700e+000  6.6031100e-001  1.1140000e-001  2.2055000e-002  4.9697100e-003  5.8823500e+000  5.9273900e+000  5.0510100e+000  4.7345300e+000  1.5914400e+000  3.7169500e-001  1.4414300e-001  1.9034776e-002  1.6541400e-001  2.5077701e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  1.0000000e+001  1.0000000e+000  1.2553900e+000  5.9285500e-001  9.8500000e-002  1.9224000e-002  4.3146400e-003  5.8904100e+000  6.0188300e+000  5.1238000e+000  4.7780000e+000  1.4775800e+000  3.8728300e-001  1.8691300e-001  3.2035527e-002  2.1133000e-001  4.0977225e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  1.1000000e+001  1.0000000e+000  1.2986100e+000  6.2966800e-001  1.0540000e-001  2.0157000e-002  4.3453900e-003  5.7223000e+000  5.9740800e+000  5.2289500e+000  4.9250000e+000  1.7488700e+000  3.5671200e-001  2.5242900e-001  5.8536744e-002  2.7460100e-001  6.9324026e-002
  2.0060000e+003  1.0000000e+001  1.7000000e+001  1.2000000e+001  1.0000000e+000  1.3558800e+000  6.8895800e-001  1.1490000e-001  2.2139000e-002  4.8559100e-003  6.0769700e+000  5.9961500e+000  5.1899400e+000  4.8643500e+000  1.5588500e+000  3.7195000e-001  2.2213100e-001  4.5286643e-002  2.4502400e-001  5.5139775e-002
